GAME_ID,PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,SHOT_MADE
0021400665,Stephen Curry,Golden State Warriors,3,10,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400665,Stephen Curry,Golden State Warriors,3,8,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,TRUE
0021400665,Stephen Curry,Golden State Warriors,3,7,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,FALSE
0021400665,Stephen Curry,Golden State Warriors,3,4,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,FALSE
0021400665,Stephen Curry,Golden State Warriors,3,2,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,TRUE
0021400665,Stephen Curry,Golden State Warriors,3,1,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,FALSE
0021400665,Stephen Curry,Golden State Warriors,3,1,38,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,TRUE
0021400665,Stephen Curry,Golden State Warriors,4,4,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,FALSE
0021400665,Stephen Curry,Golden State Warriors,4,3,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,FALSE
0021400665,Stephen Curry,Golden State Warriors,4,2,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400665,Stephen Curry,Golden State Warriors,4,1,45,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,FALSE
0021400665,Stephen Curry,Golden State Warriors,4,1,5,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400679,Stephen Curry,Golden State Warriors,1,10,3,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,TRUE
0021400679,Stephen Curry,Golden State Warriors,1,9,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,FALSE
0021400679,Stephen Curry,Golden State Warriors,1,3,29,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,FALSE
0021400679,Stephen Curry,Golden State Warriors,1,2,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,TRUE
0021400679,Stephen Curry,Golden State Warriors,1,2,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,TRUE
0021400679,Stephen Curry,Golden State Warriors,1,1,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400679,Stephen Curry,Golden State Warriors,2,5,40,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,FALSE
0021400679,Stephen Curry,Golden State Warriors,2,4,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,FALSE
0021400679,Stephen Curry,Golden State Warriors,2,0,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400679,Stephen Curry,Golden State Warriors,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,55,FALSE
0021400679,Stephen Curry,Golden State Warriors,3,9,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400679,Stephen Curry,Golden State Warriors,3,8,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,FALSE
0021400679,Stephen Curry,Golden State Warriors,3,4,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400679,Stephen Curry,Golden State Warriors,4,11,25,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,TRUE
0021400679,Stephen Curry,Golden State Warriors,4,9,49,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,FALSE
0021400679,Stephen Curry,Golden State Warriors,4,8,58,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,FALSE
0021400679,Stephen Curry,Golden State Warriors,4,3,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,FALSE
0021400679,Stephen Curry,Golden State Warriors,4,2,18,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,TRUE
0021400679,Stephen Curry,Golden State Warriors,4,1,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400679,Stephen Curry,Golden State Warriors,4,0,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,FALSE
0021400679,Stephen Curry,Golden State Warriors,5,3,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400679,Stephen Curry,Golden State Warriors,5,3,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,TRUE
0021400679,Stephen Curry,Golden State Warriors,5,1,8,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,TRUE
0021400703,Stephen Curry,Golden State Warriors,1,10,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400703,Stephen Curry,Golden State Warriors,1,8,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,TRUE
0021400703,Stephen Curry,Golden State Warriors,1,6,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400703,Stephen Curry,Golden State Warriors,1,4,36,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,TRUE
0021400703,Stephen Curry,Golden State Warriors,1,3,18,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,TRUE
0021400703,Stephen Curry,Golden State Warriors,1,2,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23,FALSE
0021400703,Stephen Curry,Golden State Warriors,2,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,TRUE
0021400703,Stephen Curry,Golden State Warriors,2,2,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,TRUE
0021400703,Stephen Curry,Golden State Warriors,2,2,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400703,Stephen Curry,Golden State Warriors,2,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400703,Stephen Curry,Golden State Warriors,2,0,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,TRUE
0021400703,Stephen Curry,Golden State Warriors,2,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400703,Stephen Curry,Golden State Warriors,3,10,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,FALSE
0021400703,Stephen Curry,Golden State Warriors,3,9,47,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,FALSE
0021400703,Stephen Curry,Golden State Warriors,3,8,2,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,TRUE
0021400703,Stephen Curry,Golden State Warriors,3,7,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,TRUE
0021400703,Stephen Curry,Golden State Warriors,3,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,TRUE
0021400703,Stephen Curry,Golden State Warriors,3,4,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,FALSE
0021400703,Stephen Curry,Golden State Warriors,3,0,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,TRUE
0021400703,Stephen Curry,Golden State Warriors,4,10,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,FALSE
0021400703,Stephen Curry,Golden State Warriors,4,8,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400703,Stephen Curry,Golden State Warriors,4,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,11,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,8,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,7,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,TRUE
0021400715,Stephen Curry,Golden State Warriors,1,6,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,6,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,5,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,FALSE
0021400715,Stephen Curry,Golden State Warriors,1,3,59,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,TRUE
0021400715,Stephen Curry,Golden State Warriors,1,2,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,TRUE
0021400715,Stephen Curry,Golden State Warriors,1,0,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,TRUE
0021400715,Stephen Curry,Golden State Warriors,2,6,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400715,Stephen Curry,Golden State Warriors,2,5,54,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,TRUE
0021400715,Stephen Curry,Golden State Warriors,2,5,24,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,FALSE
0021400715,Stephen Curry,Golden State Warriors,2,4,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,TRUE
0021400715,Stephen Curry,Golden State Warriors,2,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,FALSE
0021400715,Stephen Curry,Golden State Warriors,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,53,FALSE
0021400715,Stephen Curry,Golden State Warriors,3,7,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,FALSE
0021400715,Stephen Curry,Golden State Warriors,3,5,12,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400715,Stephen Curry,Golden State Warriors,3,4,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,TRUE
0021400715,Stephen Curry,Golden State Warriors,3,0,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,FALSE
0021400715,Stephen Curry,Golden State Warriors,4,7,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,FALSE
0021400715,Stephen Curry,Golden State Warriors,4,7,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,FALSE
0021400715,Stephen Curry,Golden State Warriors,4,4,52,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,TRUE
0021400715,Stephen Curry,Golden State Warriors,4,2,29,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,FALSE
0021400730,Stephen Curry,Golden State Warriors,1,9,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,TRUE
0021400730,Stephen Curry,Golden State Warriors,1,8,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,FALSE
0021400730,Stephen Curry,Golden State Warriors,1,7,12,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,FALSE
0021400730,Stephen Curry,Golden State Warriors,1,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,FALSE
0021400730,Stephen Curry,Golden State Warriors,1,5,26,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,TRUE
0021400730,Stephen Curry,Golden State Warriors,1,4,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,TRUE
0021400730,Stephen Curry,Golden State Warriors,2,4,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,FALSE
0021400730,Stephen Curry,Golden State Warriors,2,3,45,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400730,Stephen Curry,Golden State Warriors,2,2,46,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,FALSE
0021400730,Stephen Curry,Golden State Warriors,2,0,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,FALSE
0021400730,Stephen Curry,Golden State Warriors,3,10,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400730,Stephen Curry,Golden State Warriors,3,8,1,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,TRUE
0021400730,Stephen Curry,Golden State Warriors,3,5,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400730,Stephen Curry,Golden State Warriors,3,1,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,FALSE
0021400730,Stephen Curry,Golden State Warriors,3,0,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,TRUE
0021400741,Stephen Curry,Golden State Warriors,1,9,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,FALSE
0021400741,Stephen Curry,Golden State Warriors,1,5,58,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,FALSE
0021400741,Stephen Curry,Golden State Warriors,1,5,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,FALSE
0021400741,Stephen Curry,Golden State Warriors,1,4,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,TRUE
0021400741,Stephen Curry,Golden State Warriors,1,4,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,TRUE
0021400741,Stephen Curry,Golden State Warriors,1,3,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,FALSE
0021400741,Stephen Curry,Golden State Warriors,1,3,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,TRUE
0021400741,Stephen Curry,Golden State Warriors,1,2,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,TRUE
0021400741,Stephen Curry,Golden State Warriors,2,4,44,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,TRUE
0021400741,Stephen Curry,Golden State Warriors,2,2,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400741,Stephen Curry,Golden State Warriors,2,0,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,11,32,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,10,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,8,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,7,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,6,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,FALSE
0021400741,Stephen Curry,Golden State Warriors,3,4,31,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,FALSE
0021400741,Stephen Curry,Golden State Warriors,3,3,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,2,25,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,FALSE
0021400741,Stephen Curry,Golden State Warriors,3,1,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,TRUE
0021400741,Stephen Curry,Golden State Warriors,3,0,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,TRUE
0021400741,Stephen Curry,Golden State Warriors,4,6,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,FALSE
0021400741,Stephen Curry,Golden State Warriors,4,3,13,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,TRUE
0021400741,Stephen Curry,Golden State Warriors,4,2,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,FALSE
0021400741,Stephen Curry,Golden State Warriors,4,0,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,TRUE
0021400749,Stephen Curry,Golden State Warriors,1,8,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,FALSE
0021400749,Stephen Curry,Golden State Warriors,1,8,7,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,FALSE
0021400749,Stephen Curry,Golden State Warriors,1,6,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,FALSE
0021400749,Stephen Curry,Golden State Warriors,1,4,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,FALSE
0021400749,Stephen Curry,Golden State Warriors,1,3,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,TRUE
0021400749,Stephen Curry,Golden State Warriors,1,1,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,FALSE
0021400749,Stephen Curry,Golden State Warriors,2,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400749,Stephen Curry,Golden State Warriors,2,1,50,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,FALSE
0021400749,Stephen Curry,Golden State Warriors,2,0,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400749,Stephen Curry,Golden State Warriors,3,10,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,FALSE
0021400749,Stephen Curry,Golden State Warriors,3,6,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,TRUE
0021400749,Stephen Curry,Golden State Warriors,3,6,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,FALSE
0021400749,Stephen Curry,Golden State Warriors,3,4,23,Made Shot,Pullup Bank shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400749,Stephen Curry,Golden State Warriors,3,3,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,TRUE
0021400749,Stephen Curry,Golden State Warriors,3,2,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,FALSE
0021400749,Stephen Curry,Golden State Warriors,4,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,FALSE
0021400749,Stephen Curry,Golden State Warriors,4,5,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,FALSE
0021400749,Stephen Curry,Golden State Warriors,4,4,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400749,Stephen Curry,Golden State Warriors,4,0,50,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400760,Stephen Curry,Golden State Warriors,1,8,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,TRUE
0021400760,Stephen Curry,Golden State Warriors,1,8,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,FALSE
0021400760,Stephen Curry,Golden State Warriors,1,8,4,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,FALSE
0021400760,Stephen Curry,Golden State Warriors,1,5,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,FALSE
0021400760,Stephen Curry,Golden State Warriors,2,1,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,FALSE
0021400760,Stephen Curry,Golden State Warriors,2,0,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400760,Stephen Curry,Golden State Warriors,2,0,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400760,Stephen Curry,Golden State Warriors,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,50,FALSE
0021400760,Stephen Curry,Golden State Warriors,3,9,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400760,Stephen Curry,Golden State Warriors,3,9,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,TRUE
0021400760,Stephen Curry,Golden State Warriors,3,8,26,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,TRUE
0021400760,Stephen Curry,Golden State Warriors,3,7,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,FALSE
0021400760,Stephen Curry,Golden State Warriors,4,7,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,FALSE
0021400760,Stephen Curry,Golden State Warriors,4,5,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,FALSE
0021400760,Stephen Curry,Golden State Warriors,4,2,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,TRUE
0021400760,Stephen Curry,Golden State Warriors,4,2,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,TRUE
0021400760,Stephen Curry,Golden State Warriors,4,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400760,Stephen Curry,Golden State Warriors,4,0,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400775,Stephen Curry,Golden State Warriors,1,11,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,FALSE
0021400775,Stephen Curry,Golden State Warriors,1,9,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,TRUE
0021400775,Stephen Curry,Golden State Warriors,1,9,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400775,Stephen Curry,Golden State Warriors,1,6,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,FALSE
0021400775,Stephen Curry,Golden State Warriors,1,6,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,TRUE
0021400775,Stephen Curry,Golden State Warriors,1,3,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,FALSE
0021400775,Stephen Curry,Golden State Warriors,2,3,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,FALSE
0021400775,Stephen Curry,Golden State Warriors,2,2,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,FALSE
0021400775,Stephen Curry,Golden State Warriors,2,0,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,TRUE
